site_id,date,year,kwh_elec,kwh_gas,avg_temp
S005,2025-03-11,2025,146.70,165.31,6.60
S006,2025-03-11,2025,151.51,238.42,8.35
S007,2025-03-11,2025,720.85,530.41,8.33
S008,2025-03-11,2025,31.18,38.83,8.19
S009,2025-03-11,2025,126.05,122.17,7.96
S010,2025-03-11,2025,230.03,421.41,6.60
S011,2025-03-11,2025,858.98,527.91,8.69
S012,2025-03-11,2025,82.64,104.75,6.64
S013,2025-03-11,2025,54.07,85.65,3.67
S014,2025-03-11,2025,250.29,498.05,5.87
S015,2025-03-11,2025,739.14,606.70,4.70
S016,2025-03-11,2025,52.96,82.86,6.03
S017,2025-03-11,2025,53.17,79.55,3.30
S018,2025-03-11,2025,132.30,268.51,4.14
S019,2025-03-11,2025,1096.00,857.40,4.34
S020,2025-03-11,2025,76.23,94.56,8.06
S021,2025-03-11,2025,136.27,146.88,6.79
S022,2025-03-11,2025,121.57,248.25,4.89
S023,2025-03-11,2025,708.18,446.64,6.85
S024,2025-03-11,2025,43.02,59.91,7.77
S025,2025-03-11,2025,167.64,206.51,7.60
S026,2025-03-11,2025,93.18,127.41,8.65
S027,2025-03-11,2025,753.36,839.39,3.20
S028,2025-03-11,2025,0.00,0.00,3.18
S029,2025-03-11,2025,0.00,0.00,3.24
S030,2025-03-11,2025,0.00,0.00,7.65
S001,2025-03-12,2025,166.38,196.36,7.80
S002,2025-03-12,2025,117.89,232.85,4.32
S003,2025-03-12,2025,1053.65,757.56,5.69
S004,2025-03-12,2025,189.04,357.93,4.18
S005,2025-03-12,2025,148.24,191.46,6.93
S006,2025-03-12,2025,155.23,231.18,8.41
S007,2025-03-12,2025,25858.82,9666.03,3.68
S008,2025-03-12,2025,33.13,38.39,8.20
S009,2025-03-12,2025,136.64,140.28,6.61
S010,2025-03-12,2025,214.17,515.02,5.57
S011,2025-03-12,2025,926.69,628.91,6.09
S012,2025-03-12,2025,79.54,136.63,3.21
S013,2025-03-12,2025,55.17,82.02,3.40
S014,2025-03-12,2025,243.07,338.08,9.06
S015,2025-03-12,2025,600.02,347.48,8.94
S016,2025-03-12,2025,48.44,80.68,4.89
S017,2025-03-12,2025,43.93,56.06,7.60
S018,2025-03-12,2025,133.13,275.98,4.20
S019,2025-03-12,2025,1083.87,908.84,5.42
S020,2025-03-12,2025,77.96,123.63,5.30
S021,2025-03-12,2025,112.60,157.68,7.15
S022,2025-03-12,2025,112.27,221.39,7.03
S023,2025-03-12,2025,641.75,378.85,8.81
S024,2025-03-12,2025,40.08,71.34,4.73
S025,2025-03-12,2025,163.69,211.45,7.42
S026,2025-03-12,2025,86.18,126.36,9.14
S027,2025-03-12,2025,912.34,833.03,3.79
S028,2025-03-12,2025,0.00,0.00,6.35
S029,2025-03-12,2025,0.00,0.00,7.05
S030,2025-03-12,2025,0.00,0.00,8.43
S001,2025-03-13,2025,166.10,190.84,7.42
S002,2025-03-13,2025,115.39,230.41,4.50
S003,2025-03-13,2025,967.50,519.89,8.87
S004,2025-03-13,2025,203.23,354.72,3.97
S005,2025-03-13,2025,158.69,138.47,8.68
S006,2025-03-13,2025,156.35,330.41,5.98
S007,2025-03-13,2025,897.32,500.45,8.69
S008,2025-03-13,2025,33.28,38.21,8.38
S009,2025-03-13,2025,135.87,199.94,4.14
S010,2025-03-13,2025,210.36,556.11,4.37
S011,2025-03-13,2025,797.58,472.98,8.53
S012,2025-03-13,2025,82.09,105.39,8.00
S013,2025-03-13,2025,52.81,79.57,4.02
S014,2025-03-13,2025,240.09,481.91,5.91
S015,2025-03-13,2025,647.56,412.89,8.18
S016,2025-03-13,2025,53.17,69.35,6.95
S017,2025-03-13,2025,50.89,55.76,6.94
S018,2025-03-13,2025,111.39,273.82,3.98
S019,2025-03-13,2025,1136.30,738.52,7.10
S020,2025-03-13,2025,77.84,85.97,8.18
S021,2025-03-13,2025,114.56,189.58,4.17
S022,2025-03-13,2025,116.84,311.34,3.70
S023,2025-03-13,2025,686.00,436.09,8.00
S024,2025-03-13,2025,40.54,75.31,4.36
S025,2025-03-13,2025,167.92,257.58,5.15
S026,2025-03-13,2025,77.35,194.90,5.54
S027,2025-03-13,2025,864.13,603.12,7.36
S028,2025-03-13,2025,0.00,0.00,9.10
S029,2025-03-13,2025,0.00,0.00,9.10
S030,2025-03-13,2025,0.00,0.00,9.19
S001,2025-03-14,2025,158.00,212.38,5.24
S002,2025-03-14,2025,102.95,228.07,6.39
S003,2025-03-14,2025,848.29,730.48,6.52
S004,2025-03-14,2025,167.48,384.78,3.69
S005,2025-03-14,2025,148.18,196.54,6.66
S006,2025-03-14,2025,149.85,248.02,8.16
S007,2025-03-14,2025,906.41,797.25,3.77
S008,2025-03-14,2025,28.74,39.36,8.05
S009,2025-03-14,2025,117.60,180.24,4.75
S010,2025-03-14,2025,237.91,494.50,5.19
S011,2025-03-14,2025,779.75,727.59,4.78
S012,2025-03-14,2025,71.03,113.31,7.47
S013,2025-03-14,2025,55.60,67.79,6.44
S014,2025-03-14,2025,233.22,564.57,4.12
S015,2025-03-14,2025,595.99,623.67,4.23
S016,2025-03-14,2025,44.28,94.81,3.91
S017,2025-03-14,2025,53.56,77.41,3.67
S018,2025-03-14,2025,131.57,287.21,4.08
S019,2025-03-14,2025,1180.15,677.34,8.16
S020,2025-03-14,2025,71.71,84.66,8.35
S021,2025-03-14,2025,117.47,173.20,3.82
S022,2025-03-14,2025,111.21,297.31,3.88
S023,2025-03-14,2025,687.36,607.85,3.97
S024,2025-03-14,2025,44.54,57.02,6.97
S025,2025-03-14,2025,177.26,199.56,7.65
S026,2025-03-14,2025,93.76,186.45,3.93
S027,2025-03-14,2025,760.98,587.32,7.43
S028,2025-03-14,2025,0.00,0.00,5.55
S029,2025-03-14,2025,0.00,0.00,6.47
S030,2025-03-14,2025,0.00,0.00,5.63
S001,2025-03-15,2025,109.33,104.85,8.49
S002,2025-03-15,2025,68.99,139.87,6.07
S003,2025-03-15,2025,657.59,555.48,3.73
S004,2025-03-15,2025,103.56,228.32,4.16
S005,2025-03-15,2025,83.96,115.03,6.96
S006,2025-03-15,2025,102.73,200.14,6.19
S007,2025-03-15,2025,502.32,337.13,7.25
S008,2025-03-15,2025,20.60,29.16,6.23
S009,2025-03-15,2025,71.43,71.69,8.59
S010,2025-03-15,2025,149.57,272.90,7.24
S011,2025-03-15,2025,506.61,301.41,8.87
S012,2025-03-15,2025,51.18,71.22,6.66
S013,2025-03-15,2025,30.90,50.75,3.60
S014,2025-03-15,2025,152.12,322.59,5.81
S015,2025-03-15,2025,398.82,206.36,9.53
S016,2025-03-15,2025,31.56,55.23,5.41
S017,2025-03-15,2025,27.42,34.84,6.78
S018,2025-03-15,2025,73.38,128.52,7.57
S019,2025-03-15,2025,669.63,416.27,8.83
S020,2025-03-15,2025,45.21,68.33,7.20
S021,2025-03-15,2025,79.62,80.21,9.22
S022,2025-03-15,2025,78.47,160.32,4.10
S023,2025-03-15,2025,434.14,297.65,7.23
S024,2025-03-15,2025,25.80,41.25,6.57
S025,2025-03-15,2025,108.79,127.68,6.19
S026,2025-03-15,2025,55.78,75.16,8.90
S027,2025-03-15,2025,492.98,360.71,6.87
S028,2025-03-15,2025,84.97,101.07,8.73
S029,2025-03-15,2025,0.00,0.00,8.31
S030,2025-03-15,2025,0.00,0.00,3.90
S001,2025-03-16,2025,109.85,148.54,4.53
S002,2025-03-16,2025,68.60,117.03,8.81
S003,2025-03-16,2025,525.68,386.63,7.36
S004,2025-03-16,2025,122.71,186.87,6.54
S005,2025-03-16,2025,93.23,141.36,4.79
S006,2025-03-16,2025,88.35,183.70,5.57
S007,2025-03-16,2025,460.43,357.90,7.26
S008,2025-03-16,2025,17.74,27.51,7.05
S009,2025-03-16,2025,68.37,101.15,6.27
S010,2025-03-16,2025,138.68,223.83,9.53
S011,2025-03-16,2025,496.50,394.93,6.13
S012,2025-03-16,2025,45.86,75.67,4.45
S013,2025-03-16,2025,30.45,35.61,8.78
S014,2025-03-16,2025,163.56,311.45,6.32
S015,2025-03-16,2025,378.64,286.93,7.25
S016,2025-03-16,2025,28.52,40.10,8.08
S017,2025-03-16,2025,31.44,34.43,8.10
S018,2025-03-16,2025,70.25,125.23,8.33
S019,2025-03-16,2025,746.16,345.40,9.50
S020,2025-03-16,2025,48.08,61.79,8.30
S021,2025-03-16,2025,81.33,95.08,6.23
S022,2025-03-16,2025,69.67,127.50,7.23
S023,2025-03-16,2025,449.18,278.54,7.11
S024,2025-03-16,2025,24.58,27.10,9.14
S025,2025-03-16,2025,106.79,152.00,5.72
S026,2025-03-16,2025,52.21,71.43,9.70
S027,2025-03-16,2025,572.58,467.27,5.17
S028,2025-03-16,2025,78.60,120.37,7.43
S029,2025-03-16,2025,0.00,0.00,8.08
S030,2025-03-16,2025,0.00,0.00,7.94
S001,2025-03-17,2025,162.53,178.82,8.31
S002,2025-03-17,2025,96.65,187.38,8.39
S003,2025-03-17,2025,1005.38,613.21,7.63
S004,2025-03-17,2025,180.48,310.61,5.94
S005,2025-03-17,2025,132.50,141.63,8.22
S006,2025-03-17,2025,161.65,206.31,9.37
S007,2025-03-17,2025,812.20,422.25,9.83
S008,2025-03-17,2025,33.99,37.03,9.34
S009,2025-03-17,2025,135.89,115.43,8.59
S010,2025-03-17,2025,241.84,459.83,5.51
S011,2025-03-17,2025,888.10,533.35,7.79
S012,2025-03-17,2025,69.44,106.19,7.28
S013,2025-03-17,2025,56.91,50.72,8.81
S014,2025-03-17,2025,249.35,487.37,6.22
S015,2025-03-17,2025,629.64,530.53,5.33
S016,2025-03-17,2025,46.70,66.46,6.88
S017,2025-03-17,2025,50.30,45.16,9.60
S018,2025-03-17,2025,125.45,302.61,4.93
S019,2025-03-17,2025,1089.02,581.13,9.01
S020,2025-03-17,2025,69.85,84.10,9.01
S021,2025-03-17,2025,121.64,171.73,5.99
S022,2025-03-17,2025,128.60,262.20,5.41
S023,2025-03-17,2025,754.89,601.89,3.89
S024,2025-03-17,2025,39.29,62.16,7.00
S025,2025-03-17,2025,171.75,288.56,4.31
S026,2025-03-17,2025,83.76,155.60,7.30
S027,2025-03-17,2025,786.80,769.13,4.27
S028,2025-03-17,2025,120.13,247.78,4.00
S029,2025-03-17,2025,0.00,0.00,8.95
S030,2025-03-17,2025,0.00,0.00,4.90
S001,2025-03-18,2025,164.22,239.09,4.55
S002,2025-03-18,2025,117.99,200.56,6.30
S003,2025-03-18,2025,1035.11,770.42,5.29
S004,2025-03-18,2025,181.56,267.91,8.02
S005,2025-03-18,2025,136.01,181.15,6.60
S006,2025-03-18,2025,131.87,204.25,9.47
S007,2025-03-18,2025,834.25,647.12,5.79
S008,2025-03-18,2025,33.44,56.75,5.66
S009,2025-03-18,2025,109.23,114.71,9.83
S010,2025-03-18,2025,243.78,504.53,6.30
S011,2025-03-18,2025,816.88,526.42,7.47
S012,2025-03-18,2025,73.39,113.01,6.33
S013,2025-03-18,2025,48.51,69.35,6.89
S014,2025-03-18,2025,220.40,413.93,8.50
S015,2025-03-18,2025,710.68,396.08,7.76
S016,2025-03-18,2025,48.42,74.82,6.12
S017,2025-03-18,2025,45.86,57.56,7.38
S018,2025-03-18,2025,118.57,283.67,4.10
S019,2025-03-18,2025,1152.19,633.56,9.27
S020,2025-03-18,2025,66.93,79.46,9.13
S021,2025-03-18,2025,110.51,192.91,4.25
S022,2025-03-18,2025,104.28,292.67,4.40
S023,2025-03-18,2025,696.80,408.45,8.45
S024,2025-03-18,2025,42.93,70.81,4.97
S025,2025-03-18,2025,180.26,260.18,4.76
S026,2025-03-18,2025,86.08,108.71,9.87
S027,2025-03-18,2025,837.54,673.20,4.47
S028,2025-03-18,2025,113.33,149.90,8.42
S029,2025-03-18,2025,0.00,0.00,5.83
S030,2025-03-18,2025,0.00,0.00,7.35
S001,2025-03-19,2025,180.66,205.57,5.99
S002,2025-03-19,2025,96.85,208.95,6.97
S003,2025-03-19,2025,977.31,646.12,8.19
S004,2025-03-19,2025,170.67,281.84,5.44
S005,2025-03-19,2025,163.08,118.67,9.99
S006,2025-03-19,2025,165.24,292.00,7.01
S007,2025-03-19,2025,820.53,601.15,5.37
S008,2025-03-19,2025,29.04,47.29,6.33
S009,2025-03-19,2025,131.84,135.14,7.86
S010,2025-03-19,2025,235.25,461.65,5.46
S011,2025-03-19,2025,793.26,741.55,4.19
S012,2025-03-19,2025,79.52,83.44,9.68
S013,2025-03-19,2025,55.16,73.54,5.63
S014,2025-03-19,2025,240.29,375.64,8.51
S015,2025-03-19,2025,683.67,405.07,7.33
S016,2025-03-19,2025,45.67,53.83,9.63
S017,2025-03-19,2025,45.34,59.18,7.36
S018,2025-03-19,2025,119.62,277.38,5.19
S019,2025-03-19,2025,1183.68,604.50,9.64
S020,2025-03-19,2025,63.71,101.24,6.71
S021,2025-03-19,2025,125.76,114.22,9.88
S022,2025-03-19,2025,109.96,183.64,9.17
S023,2025-03-19,2025,692.82,418.29,8.41
S024,2025-03-19,2025,40.86,55.64,8.33
S025,2025-03-19,2025,168.62,222.44,5.23
S026,2025-03-19,2025,81.19,169.49,7.35
S027,2025-03-19,2025,935.60,725.93,4.89
S028,2025-03-19,2025,135.57,243.40,4.71
S029,2025-03-19,2025,0.00,0.00,9.90
S030,2025-03-19,2025,0.00,0.00,4.45
S001,2025-03-20,2025,166.01,202.11,7.23
S002,2025-03-20,2025,101.31,207.30,7.08
S003,2025-03-20,2025,997.23,722.47,6.32
S004,2025-03-20,2025,164.56,334.62,5.16
S005,2025-03-20,2025,149.01,147.82,8.51
S006,2025-03-20,2025,159.45,205.81,9.78
S007,2025-03-20,2025,736.64,637.07,4.40
S008,2025-03-20,2025,29.85,38.88,9.02
S009,2025-03-20,2025,125.48,181.15,5.51
S010,2025-03-20,2025,221.09,371.69,8.86
S011,2025-03-20,2025,777.57,452.46,9.55
S012,2025-03-20,2025,79.56,83.11,9.30
S013,2025-03-20,2025,51.74,71.95,6.07
S014,2025-03-20,2025,261.68,308.53,9.69
S015,2025-03-20,2025,734.12,442.69,7.90
S016,2025-03-20,2025,46.28,64.87,7.46
S017,2025-03-20,2025,53.10,53.83,7.43
S018,2025-03-20,2025,111.81,184.46,9.74
S019,2025-03-20,2025,1106.38,998.70,4.73
S020,2025-03-20,2025,69.23,94.83,7.63
S021,2025-03-20,2025,136.15,129.09,9.23
S022,2025-03-20,2025,122.18,188.45,7.69
S023,2025-03-20,2025,659.56,386.50,9.28
S024,2025-03-20,2025,41.88,65.63,5.10
S025,2025-03-20,2025,165.87,232.33,5.50
S026,2025-03-20,2025,91.33,106.71,10.06
S027,2025-03-20,2025,837.52,640.08,5.48
S028,2025-03-20,2025,invalid,142.15,9.60
S029,2025-03-20,2025,0.00,0.00,10.29
S030,2025-03-20,2025,0.00,0.00,4.74
S001,2025-03-21,2025,162.19,218.54,6.77
S002,2025-03-21,2025,108.92,203.63,7.35
S003,2025-03-21,2025,963.78,572.50,8.22
S004,2025-03-21,2025,201.32,290.37,7.25
S005,2025-03-21,2025,141.30,151.44,8.04
S006,2025-03-21,2025,153.82,288.44,7.25
S007,2025-03-21,2025,793.69,472.65,9.48
S008,2025-03-21,2025,34.66,49.14,5.85
S009,2025-03-21,2025,123.98,110.41,10.29
S010,2025-03-21,2025,225.45,390.39,8.95
S011,2025-03-21,2025,877.96,567.47,7.10
S012,2025-03-21,2025,75.91,117.17,6.55
S013,2025-03-21,2025,49.78,55.87,8.51
S014,2025-03-21,2025,227.87,351.31,9.72
S015,2025-03-21,2025,670.56,448.28,7.58
S016,2025-03-21,2025,43.91,80.65,6.27
S017,2025-03-21,2025,51.87,53.07,7.03
S018,2025-03-21,2025,125.88,218.59,8.48
S019,2025-03-21,2025,1195.96,920.24,5.73
S020,2025-03-21,2025,78.16,79.25,9.33
S021,2025-03-21,2025,125.46,113.17,8.99
S022,2025-03-21,2025,126.45,172.67,10.10
S023,2025-03-21,2025,698.05,391.88,8.50
S024,2025-03-21,2025,35.70,46.58,9.90
S025,2025-03-21,2025,187.96,188.59,7.64
S026,2025-03-21,2025,91.49,119.64,9.84
S027,2025-03-21,2025,887.67,463.48,9.33
S028,2025-03-21,2025,123.50,175.04,6.63
S029,2025-03-21,2025,0.00,0.00,5.92
S030,2025-03-21,2025,0.00,0.00,6.80
S001,2025-03-22,2025,113.93,124.77,7.43
S002,2025-03-22,2025,63.83,90.95,9.87
S003,2025-03-22,2025,625.09,373.85,8.12
S004,2025-03-22,2025,118.89,200.22,5.68
S005,2025-03-22,2025,91.66,67.68,10.47
S006,2025-03-22,2025,96.85,227.20,4.80
S007,2025-03-22,2025,516.60,296.09,8.67
S008,2025-03-22,2025,20.48,20.50,10.20
S009,2025-03-22,2025,75.55,92.34,6.47
S010,2025-03-22,2025,134.38,182.39,10.35
S011,2025-03-22,2025,535.18,350.19,8.56
S012,2025-03-22,2025,47.09,60.77,7.33
S013,2025-03-22,2025,36.20,44.11,6.27
S014,2025-03-22,2025,162.59,336.93,5.07
S015,2025-03-22,2025,409.40,179.74,10.50
S016,2025-03-22,2025,30.68,33.82,9.08
S017,2025-03-22,2025,31.85,30.94,8.25
S018,2025-03-22,2025,85.55,166.74,6.46
S019,2025-03-22,2025,673.00,327.20,10.15
S020,2025-03-22,2025,41.77,74.13,5.59
S021,2025-03-22,2025,77.41,59.93,10.53
S022,2025-03-22,2025,78.19,107.10,9.18
S023,2025-03-22,2025,468.71,279.42,8.35
S024,2025-03-22,2025,27.27,27.39,9.40
S025,2025-03-22,2025,101.91,115.03,8.76
S026,2025-03-22,2025,56.55,78.49,8.59
S027,2025-03-22,2025,465.56,332.95,7.94
S028,2025-03-22,2025,72.01,102.62,7.11
S029,2025-03-22,2025,0.00,0.00,4.67
S030,2025-03-22,2025,0.00,0.00,10.15
S001,2025-03-23,2025,109.41,116.30,7.87
S002,2025-03-23,2025,74.04,79.72,10.56
S003,2025-03-23,2025,629.35,364.80,7.84
S004,2025-03-23,2025,120.40,171.80,7.74
S005,2025-03-23,2025,83.54,132.30,4.98
S006,2025-03-23,2025,93.00,123.99,9.81
S007,2025-03-23,2025,554.11,413.35,4.89
S008,2025-03-23,2025,21.53,24.03,9.31
S009,2025-03-23,2025,82.54,62.68,9.63
S010,2025-03-23,2025,156.48,276.87,7.60
S011,2025-03-23,2025,503.63,286.88,8.96
S012,2025-03-23,2025,42.27,65.53,6.52
S013,2025-03-23,2025,36.80,30.18,10.31
S014,2025-03-23,2025,164.82,248.86,8.56
S015,2025-03-23,2025,449.78,284.87,6.03
S016,2025-03-23,2025,28.25,54.67,5.70
S017,2025-03-23,2025,30.69,26.42,9.10
S018,2025-03-23,2025,80.42,152.92,5.91
S019,2025-03-23,2025,602.54,431.75,8.48
S020,2025-03-23,2025,39.59,55.12,8.50
S021,2025-03-23,2025,73.54,63.28,10.78
S022,2025-03-23,2025,77.62,141.65,5.32
S023,2025-03-23,2025,425.30,226.98,8.61
S024,2025-03-23,2025,27.42,31.26,7.73
S025,2025-03-23,2025,102.42,134.99,5.61
S026,2025-03-23,2025,58.46,72.89,9.49
S027,2025-03-23,2025,470.37,369.03,7.28
S028,2025-03-23,2025,85.41,136.54,5.19
S029,2025-03-23,2025,0.00,0.00,8.64
S030,2025-03-23,2025,0.00,0.00,8.48
S001,2025-03-24,2025,160.76,250.16,4.96
S002,2025-03-24,2025,116.30,172.53,8.24
S003,2025-03-24,2025,929.09,401.78,10.71
S004,2025-03-24,2025,177.33,257.78,7.94
S005,2025-03-24,2025,154.77,180.07,5.90
S006,2025-03-24,2025,132.51,269.23,6.37
S007,2025-03-24,2025,813.10,382.16,9.86
S008,2025-03-24,2025,34.24,45.75,6.27
S009,2025-03-24,2025,121.83,107.28,10.18
S010,2025-03-24,2025,257.51,437.29,7.76
S011,2025-03-24,2025,954.37,684.09,5.94
S012,2025-03-24,2025,82.38,112.17,6.13
S013,2025-03-24,2025,57.49,71.34,5.00
S014,2025-03-24,2025,221.45,474.31,6.37
S015,2025-03-24,2025,634.75,352.44,9.17
S016,2025-03-24,2025,53.46,59.30,8.38
S017,2025-03-24,2025,48.17,36.85,10.81
S018,2025-03-24,2025,130.81,248.33,7.24
S019,2025-03-24,2025,964.82,549.80,10.43
S020,2025-03-24,2025,74.64,107.26,6.38
S021,2025-03-24,2025,131.07,127.52,8.48
S022,2025-03-24,2025,127.59,224.47,5.57
S023,2025-03-24,2025,709.11,445.89,8.37
S024,2025-03-24,2025,44.39,51.04,8.57
S025,2025-03-24,2025,158.53,170.24,9.75
S026,2025-03-24,2025,92.79,138.10,9.27
S027,2025-03-24,2025,815.34,479.97,8.51
S028,2025-03-24,2025,126.15,134.11,10.13
S029,2025-03-24,2025,0.00,0.00,10.29
S030,2025-03-24,2025,0.00,0.00,9.42
S001,2025-03-25,2025,155.73,143.69,10.39
S002,2025-03-25,2025,104.06,172.91,9.31
S003,2025-03-25,2025,948.31,801.35,5.18
S004,2025-03-25,2025,165.60,291.21,5.82
S005,2025-03-25,2025,135.90,169.49,6.37
S006,2025-03-25,2025,145.71,250.08,7.75
S007,2025-03-25,2025,888.40,511.70,7.63
S008,2025-03-25,2025,30.37,45.13,6.80
S009,2025-03-25,2025,121.58,130.38,8.61
S010,2025-03-25,2025,212.76,414.18,7.52
S011,2025-03-25,2025,776.01,555.02,8.38
S012,2025-03-25,2025,74.37,80.39,10.21
S013,2025-03-25,2025,58.41,38.35,11.02
S014,2025-03-25,2025,264.46,261.46,11.07
S015,2025-03-25,2025,605.21,467.97,7.81
S016,2025-03-25,2025,53.19,53.61,10.30
S017,2025-03-25,2025,52.27,36.90,10.98
S018,2025-03-25,2025,128.09,214.12,8.10
S019,2025-03-25,2025,1089.52,710.16,7.21
S020,2025-03-25,2025,66.34,114.43,6.90
S021,2025-03-25,2025,113.13,137.58,8.42
S022,2025-03-25,2025,124.02,230.98,6.99
,,,,,
S024,2025-03-25,2025,39.07,38.27,10.74
S025,2025-03-25,2025,173.97,245.52,5.76
S026,2025-03-25,2025,76.28,177.88,6.96
S027,2025-03-25,2025,806.60,438.93,9.00
S028,2025-03-25,2025,138.71,159.50,7.84
S029,2025-03-25,2025,0.00,0.00,7.18
S030,2025-03-25,2025,0.00,0.00,5.85
S001,2025-03-26,2025,167.73,160.66,8.93
S002,2025-03-26,2025,107.61,179.43,8.51
S003,2025-03-26,2025,1046.72,787.36,5.96
S004,2025-03-26,2025,198.04,271.52,6.79
S005,2025-03-26,2025,145.21,171.90,7.54
S006,2025-03-26,2025,151.79,223.99,8.81
S007,2025-03-26,2025,727.84,580.31,5.93
S008,2025-03-26,2025,28.80,53.66,6.20
S009,2025-03-26,2025,125.63,142.43,7.29
S010,2025-03-26,2025,261.49,273.92,10.52
S011,2025-03-26,2025,793.24,614.66,7.09
S012,2025-03-26,2025,70.17,95.83,9.13
S013,2025-03-26,2025,54.74,68.35,5.68
S014,2025-03-26,2025,252.92,381.27,7.71
S015,2025-03-26,2025,684.09,477.73,6.63
S016,2025-03-26,2025,46.21,52.62,10.35
S017,2025-03-26,2025,44.81,56.31,6.30
S018,2025-03-26,2025,119.88,218.97,7.67
S019,2025-03-26,2025,1056.26,935.31,5.68
S020,2025-03-26,2025,64.92,101.28,6.18
S021,2025-03-26,2025,109.18,130.52,8.21
S022,2025-03-26,2025,121.47,149.13,10.69
S023,2025-03-26,2025,683.10,500.83,6.84
S024,2025-03-26,2025,36.99,42.26,9.92
S025,2025-03-26,2025,157.34,202.80,8.31
S026,2025-03-26,2025,83.19,139.71,7.53
S027,2025-03-26,2025,805.51,584.68,6.10
S028,2025-03-26,2025,140.18,114.64,11.07
S029,2025-03-26,2025,0.00,0.00,7.03
S030,2025-03-26,2025,0.00,0.00,5.92
S001,2025-03-27,2025,181.47,203.86,5.44
S002,2025-03-27,2025,120.26,203.81,6.48
S003,2025-03-27,2025,1029.32,552.45,9.06
S004,2025-03-27,2025,180.13,164.27,10.89
S005,2025-03-27,2025,138.91,185.65,6.11
S006,2025-03-27,2025,138.19,336.05,5.74
S007,2025-03-27,2025,846.69,683.24,5.89
S008,2025-03-27,2025,29.14,52.61,5.44
S009,2025-03-27,2025,109.84,115.94,9.29
S010,2025-03-27,2025,228.85,409.19,8.26
S011,2025-03-27,2025,894.68,436.83,9.49
S012,2025-03-27,2025,78.65,121.86,5.52
S013,2025-03-27,2025,49.09,50.31,9.74
S014,2025-03-27,2025,255.52,270.06,10.79
S015,2025-03-27,2025,673.22,362.62,9.41
S016,2025-03-27,2025,44.72,54.74,9.19
S017,2025-03-27,2025,52.74,54.46,7.89
S018,2025-03-27,2025,114.55,199.09,8.48
S019,2025-03-27,2025,1222.21,873.39,6.28
S020,2025-03-27,2025,73.86,97.89,7.28
S021,2025-03-27,2025,123.07,141.49,7.42
S022,2025-03-27,2025,122.81,268.75,5.66
S023,2025-03-27,2025,724.77,365.02,9.21
S024,2025-03-27,2025,39.63,65.85,6.55
S025,2025-03-27,2025,168.28,222.33,6.54
S026,2025-03-27,2025,92.57,120.49,9.93
S027,2025-03-27,2025,851.43,604.08,6.42
S028,2025-03-27,2025,132.32,133.16,10.73
S029,2025-03-27,2025,0.00,0.00,5.46
S030,2025-03-27,2025,0.00,0.00,8.27
S001,2025-03-28,2025,163.60,153.72,9.02
S002,2025-03-28,2025,119.94,227.24,6.18
S003,2025-03-28,2025,965.90,496.93,8.87
S004,2025-03-28,2025,170.72,248.92,8.04
S005,2025-03-28,2025,132.74,215.15,5.67
S006,2025-03-28,2025,161.51,224.80,9.29
S007,2025-03-28,2025,886.57,565.77,6.81
S008,2025-03-28,2025,31.93,42.34,7.09
S009,2025-03-28,2025,129.97,152.42,6.66
S010,2025-03-28,2025,261.16,516.78,6.17
S011,2025-03-28,2025,910.32,468.00,9.70
S012,2025-03-28,2025,68.86,119.30,6.38
S013,2025-03-28,2025,52.03,62.29,7.35
S014,2025-03-28,2025,261.02,508.96,6.17
S015,2025-03-28,2025,638.94,504.05,6.04
S016,2025-03-28,2025,44.89,49.96,11.04
S017,2025-03-28,2025,53.07,51.19,8.39
S018,2025-03-28,2025,118.88,204.54,7.45
S019,2025-03-28,2025,1164.86,562.69,10.07
S020,2025-03-28,2025,73.60,99.55,6.48
S021,2025-03-28,2025,130.81,107.74,9.59
S022,2025-03-28,2025,115.50,139.86,11.46
S023,2025-03-28,2025,624.31,384.76,8.52
S024,2025-03-28,2025,39.70,58.32,8.08
S025,2025-03-28,2025,156.90,200.49,7.40
S026,2025-03-28,2025,89.57,172.10,6.49
S027,2025-03-28,2025,919.34,558.29,8.36
S028,2025-03-28,2025,126.24,160.21,7.75
S029,2025-03-28,2025,0.00,0.00,11.26
S030,2025-03-28,2025,0.00,0.00,10.08
S001,2025-03-29,2025,110.80,88.90,9.95
S002,2025-03-29,2025,66.79,81.66,10.36
S003,2025-03-29,2025,534.72,240.77,11.07
S004,2025-03-29,2025,104.62,108.66,11.35
S005,2025-03-29,2025,82.22,108.72,6.05
S006,2025-03-29,2025,94.08,109.34,11.10
S007,2025-03-29,2025,466.11,315.87,8.62
S008,2025-03-29,2025,18.51,22.52,8.79
S009,2025-03-29,2025,81.15,54.08,10.94
S010,2025-03-29,2025,149.21,251.75,7.23
S011,2025-03-29,2025,545.28,217.00,11.60
S012,2025-03-29,2025,47.94,61.43,7.19
S013,2025-03-29,2025,36.01,26.18,10.84
S014,2025-03-29,2025,148.28,247.76,8.50
S015,2025-03-29,2025,427.05,210.75,10.16
S016,2025-03-29,2025,29.12,28.95,10.67
S017,2025-03-29,2025,31.80,21.73,10.91
S018,2025-03-29,2025,76.71,107.35,9.50
S019,2025-03-29,2025,733.18,556.61,6.08
S020,2025-03-29,2025,46.59,63.05,7.70
S021,2025-03-29,2025,70.58,55.53,10.71
S022,2025-03-29,2025,79.70,112.52,9.10
